Month,Passenger ID,Passenger Group,Test group,Trips
July,803995,High,Control,13
July,803996,Low,Loyalty,0
July,803997,Low,Control,1
July,803998,Medium,Loyalty,4
July,803999,Low,Control,2
July,804000,High,Loyalty,7
July,804001,High,Control,9
July,804002,Medium,Loyalty,5
July,804003,Low,Control,3
July,804004,Low,Loyalty,0
July,804005,Medium,Control,4
July,804006,Medium,Loyalty,4
July,804007,Low,Control,2
July,804008,Medium,Loyalty,5
July,804009,High,Control,8
July,804010,Medium,Loyalty,5
July,804011,Low,Control,0
July,804012,Medium,Loyalty,5
July,804013,Medium,Control,6
July,804014,High,Loyalty,12
July,804015,Medium,Control,5
July,804016,Low,Loyalty,1
July,804017,Medium,Control,5
July,804018,Low,Loyalty,3
July,804019,Low,Control,2
July,804020,Medium,Loyalty,6
July,804021,Medium,Control,5
July,804022,High,Loyalty,10
July,804023,Medium,Control,4
July,804024,High,Loyalty,13
July,804025,High,Control,14
July,804026,Low,Loyalty,0
July,804027,Medium,Control,6
July,804028,Medium,Loyalty,6
July,804029,Medium,Control,4
July,804030,High,Loyalty,7
July,804031,Low,Control,2
July,804032,Low,Loyalty,0
July,804033,Medium,Control,4
July,804034,Medium,Loyalty,5
July,804035,Medium,Control,6
July,804036,Medium,Loyalty,4
July,804037,Low,Control,0
July,804038,Low,Loyalty,2
July,804039,Medium,Control,6
July,804040,Low,Loyalty,3
July,804041,Medium,Control,6
July,804042,Medium,Loyalty,4
July,804043,High,Control,9
July,804044,Medium,Loyalty,4
July,804045,Low,Control,1
July,804046,Medium,Loyalty,5
July,804047,Medium,Control,6
July,804048,Low,Loyalty,0
July,804049,Medium,Control,4
July,804050,Medium,Loyalty,5
July,804051,Medium,Control,4
July,804052,Low,Loyalty,0
July,804053,Low,Control,1
July,804054,Medium,Loyalty,5
July,804055,Medium,Control,4
July,804056,Low,Loyalty,2
July,804057,Medium,Control,6
July,804058,Low,Loyalty,2
July,804059,Low,Control,3
July,804060,High,Loyalty,13
July,804061,Medium,Control,6
July,804062,High,Loyalty,8
July,804063,High,Control,7
July,804064,Medium,Loyalty,4
July,804065,Medium,Control,4
July,804066,Medium,Loyalty,6
July,804067,High,Control,13
July,804068,Low,Loyalty,1
July,804069,Low,Control,2
July,804070,Medium,Loyalty,6
July,804071,Medium,Control,5
July,804072,High,Loyalty,7
July,804073,Medium,Control,6
July,804074,Medium,Loyalty,6
July,804075,Medium,Control,6
July,804076,Low,Loyalty,0
July,804077,Low,Control,1
July,804078,High,Loyalty,10
July,804079,Medium,Control,6
July,804080,High,Loyalty,12
July,804081,Medium,Control,4
July,804082,Low,Loyalty,2
July,804083,Low,Control,0
July,804084,Medium,Loyalty,4
July,804085,Low,Control,1
July,804086,Medium,Loyalty,5
July,804087,Low,Control,3
July,804088,Low,Loyalty,2
July,804089,Low,Control,1
July,804090,Medium,Loyalty,4
July,804091,Low,Control,3
July,804092,Low,Loyalty,1
July,804093,Low,Control,3
July,804094,Medium,Loyalty,5
July,804095,Medium,Control,6
July,804096,High,Loyalty,14
July,804097,Medium,Control,5
July,804098,Medium,Loyalty,5
July,804099,Medium,Control,6
July,804100,Low,Loyalty,3
July,804101,Low,Control,0
July,804102,High,Loyalty,11
July,804103,Medium,Control,6
July,804104,Medium,Loyalty,4
July,804105,High,Control,14
July,804106,Low,Loyalty,2
July,804107,Low,Control,2
July,804108,Medium,Loyalty,6
July,804109,Low,Control,3
July,804110,Medium,Loyalty,4
July,804111,Low,Control,3
July,804112,Low,Loyalty,1
July,804113,Low,Control,0
July,804114,Low,Loyalty,2
July,804115,High,Control,14
July,804116,Low,Loyalty,1
July,804117,Low,Control,2
July,804118,Low,Loyalty,0
July,804119,Medium,Control,5
July,804120,Low,Loyalty,1
July,804121,High,Control,10
July,804122,Low,Loyalty,2
July,804123,High,Control,7
July,804124,Low,Loyalty,3
July,804125,Low,Control,3
July,804126,High,Loyalty,12
July,804127,Medium,Control,6
July,804128,Medium,Loyalty,6
July,804129,Low,Control,1
July,804130,Low,Loyalty,2
July,804131,Low,Control,3
July,804132,Medium,Loyalty,4
July,804133,High,Control,7
July,804134,High,Loyalty,14
July,804135,Medium,Control,5
July,804136,Medium,Loyalty,4
July,804137,Medium,Control,5
July,804138,Medium,Loyalty,6
July,804139,Medium,Control,5
July,804140,Low,Loyalty,3
July,804141,Low,Control,1
July,804142,Low,Loyalty,0
July,804143,Medium,Control,6
July,804144,Low,Loyalty,2
July,804145,Low,Control,1
July,804146,Low,Loyalty,0
July,804147,Low,Control,2
July,804148,Low,Loyalty,0
July,804149,Medium,Control,6
July,804150,Medium,Loyalty,5
July,804151,Medium,Control,4
July,804152,Low,Loyalty,0
July,804153,Medium,Control,5
July,804154,Medium,Loyalty,6
July,804155,Low,Control,2
July,804156,High,Loyalty,11
July,804157,Low,Control,3
July,804158,Low,Loyalty,0
July,804159,Low,Control,0
July,804160,Medium,Loyalty,6
July,804161,Low,Control,2
July,804162,High,Loyalty,10
July,804163,Medium,Control,4
July,804164,Medium,Loyalty,5
July,804165,Medium,Control,4
July,804166,Low,Loyalty,3
July,804167,Medium,Control,4
July,804168,High,Loyalty,11
July,804169,Medium,Control,5
July,804170,Medium,Loyalty,4
July,804171,Medium,Control,6
July,804172,Medium,Loyalty,6
July,804173,Low,Control,1
July,804174,Medium,Loyalty,6
July,804175,Medium,Control,4
July,804176,Low,Loyalty,0
July,804177,Low,Control,3
July,804178,High,Loyalty,12
July,804179,Low,Control,3
July,804180,Medium,Loyalty,4
July,804181,Medium,Control,4
July,804182,Medium,Loyalty,4
July,804183,Medium,Control,6
July,804184,Low,Loyalty,2
July,804185,Medium,Control,4
July,804186,Low,Loyalty,0
July,804187,Medium,Control,6
July,804188,Low,Loyalty,2
July,804189,Medium,Control,5
July,804190,Medium,Loyalty,4
July,804191,Medium,Control,6
July,804192,Low,Loyalty,0
July,804193,Medium,Control,4
July,804194,Medium,Loyalty,5
July,804195,Medium,Control,5
July,804196,Medium,Loyalty,5
July,804197,Medium,Control,6
July,804198,Medium,Loyalty,5
July,804199,Medium,Control,6
July,804200,Medium,Loyalty,5
July,804201,Medium,Control,6
July,804202,Low,Loyalty,3
July,804203,Medium,Control,5
July,804204,Low,Loyalty,1
July,804205,Low,Control,3
July,804206,Low,Loyalty,0
July,804207,High,Control,10
July,804208,Medium,Loyalty,4
July,804209,Low,Control,3
July,804210,High,Loyalty,11
July,804211,Medium,Control,5
July,804212,Medium,Loyalty,6
July,804213,High,Control,7
July,804214,Medium,Loyalty,6
July,804215,High,Control,14
July,804216,Low,Loyalty,0
July,804217,Low,Control,2
July,804218,Medium,Loyalty,6
July,804219,Low,Control,3
July,804220,Low,Loyalty,1
July,804221,Medium,Control,4
July,804222,Low,Loyalty,2
July,804223,High,Control,9
July,804224,Low,Loyalty,2
July,804225,Low,Control,1
July,804226,Low,Loyalty,2
July,804227,Medium,Control,6
July,804228,Low,Loyalty,0
July,804229,Low,Control,0
July,804230,Low,Loyalty,3
July,804231,Medium,Control,6
July,804232,Medium,Loyalty,4
July,804233,Low,Control,2
July,804234,Medium,Loyalty,4
July,804235,Medium,Control,6
July,804236,Medium,Loyalty,4
July,804237,Medium,Control,6
July,804238,Medium,Loyalty,4
July,804239,Medium,Control,5
July,804240,Medium,Loyalty,5
July,804241,Medium,Control,4
July,804242,Medium,Loyalty,5
July,804243,Medium,Control,4
July,804244,Medium,Loyalty,6
July,804245,Low,Control,3
July,804246,High,Loyalty,12
July,804247,Medium,Control,6
July,804248,Low,Loyalty,3
July,804249,Medium,Control,6
July,804250,Low,Loyalty,2
July,804251,Low,Control,0
July,804252,High,Loyalty,14
July,804253,High,Control,7
July,804254,Low,Loyalty,3
July,804255,Low,Control,3
July,804256,Medium,Loyalty,6
July,804257,Medium,Control,6
July,804258,High,Loyalty,13
July,804259,Low,Control,3
July,804260,Low,Loyalty,2
July,804261,Low,Control,2
July,804262,Low,Loyalty,0
July,804263,Low,Control,1
July,804264,Medium,Loyalty,6
July,804265,Low,Control,2
July,804266,Low,Loyalty,0
July,804267,Low,Control,2
July,804268,Medium,Loyalty,4
July,804269,Low,Control,0
July,804270,Medium,Loyalty,4
July,804271,Medium,Control,6
July,804272,Low,Loyalty,1
July,804273,Medium,Control,6
July,804274,Medium,Loyalty,6
July,804275,Low,Control,0
July,804276,Low,Loyalty,3
July,804277,Medium,Control,6
July,804278,Low,Loyalty,0
July,804279,Medium,Control,6
July,804280,Medium,Loyalty,6
July,804281,Medium,Control,5
July,804282,Low,Loyalty,0
July,804283,Medium,Control,4
July,804284,Medium,Loyalty,5
July,804285,Medium,Control,4
July,804286,Low,Loyalty,2
July,804287,High,Control,14
July,804288,Medium,Loyalty,4
July,804289,High,Control,10
July,804290,Medium,Loyalty,6
July,804291,Medium,Control,5
July,804292,Low,Loyalty,0
July,804293,High,Control,7
July,804294,Medium,Loyalty,6
July,804295,Low,Control,2
July,804296,High,Loyalty,9
July,804297,Low,Control,1
July,804298,Low,Loyalty,2
July,804299,Medium,Control,5
July,804300,Low,Loyalty,3
July,804301,Medium,Control,6
July,804302,Medium,Loyalty,4
July,804303,Low,Control,3
July,804304,Medium,Loyalty,6
July,804305,Medium,Control,5
July,804306,Medium,Loyalty,5
July,804307,Medium,Control,6
July,804308,Low,Loyalty,2
July,804309,Low,Control,2
July,804310,High,Loyalty,11
July,804311,Medium,Control,4
July,804312,Low,Loyalty,2
July,804313,Low,Control,1
July,804314,Medium,Loyalty,4
July,804315,Low,Control,3
July,804316,Medium,Loyalty,4
July,804317,Medium,Control,6
July,804318,Low,Loyalty,1
July,804319,Medium,Control,5
July,804320,Medium,Loyalty,4
July,804321,Medium,Control,4
July,804322,Medium,Loyalty,6
July,804323,Medium,Control,4
July,804324,Low,Loyalty,3
July,804325,Low,Control,1
July,804326,Low,Loyalty,2
July,804327,Medium,Control,4
July,804328,Medium,Loyalty,6
July,804329,Medium,Control,5
July,804330,Low,Loyalty,2
July,804331,Low,Control,1
July,804332,Low,Loyalty,0
July,804333,Medium,Control,5
July,804334,Low,Loyalty,3
July,804335,Medium,Control,4
July,804336,Medium,Loyalty,6
July,804337,High,Control,8
July,804338,Medium,Loyalty,5
July,804339,Low,Control,2
July,804340,Medium,Loyalty,6
July,804341,Low,Control,3
July,804342,Low,Loyalty,3
July,804343,Low,Control,2
July,804344,Medium,Loyalty,5
July,804345,Low,Control,3
July,804346,Medium,Loyalty,4
July,804347,High,Control,13
July,804348,Low,Loyalty,3
July,804349,Low,Control,1
July,804350,Low,Loyalty,3
July,804351,Medium,Control,6
July,804352,Low,Loyalty,2
July,804353,Medium,Control,5
July,804354,High,Loyalty,11
July,804355,Medium,Control,4
July,804356,Medium,Loyalty,6
July,804357,High,Control,8
July,804358,Medium,Loyalty,4
July,804359,Medium,Control,6
July,804360,Low,Loyalty,1
July,804361,Low,Control,3
July,804362,Low,Loyalty,3
July,804363,Low,Control,2
July,804364,Medium,Loyalty,4
July,804365,Medium,Control,4
July,804366,Medium,Loyalty,6
July,804367,Low,Control,0
July,804368,Medium,Loyalty,4
July,804369,Low,Control,2
July,804370,Low,Loyalty,0
July,804371,Medium,Control,4
July,804372,Low,Loyalty,3
July,804373,High,Control,12
July,804374,Low,Loyalty,3
July,804375,Low,Control,0
July,804376,Medium,Loyalty,4
July,804377,Medium,Control,6
July,804378,Low,Loyalty,2
July,804379,Medium,Control,4
July,804380,Low,Loyalty,0
July,804381,Low,Control,2
July,804382,High,Loyalty,13
July,804383,Medium,Control,4
July,804384,Medium,Loyalty,4
July,804385,Medium,Control,6
July,804386,Medium,Loyalty,6
July,804387,Medium,Control,5
July,804388,Medium,Loyalty,4
July,804389,Medium,Control,6
July,804390,Medium,Loyalty,6
July,804391,Medium,Control,6
July,804392,Low,Loyalty,2
July,804393,Low,Control,2
July,804394,Medium,Loyalty,5
July,804395,Low,Control,1
July,804396,High,Loyalty,11
July,804397,Low,Control,0
July,804398,High,Loyalty,10
July,804399,Low,Control,2
July,804400,Medium,Loyalty,5
July,804401,Medium,Control,5
July,804402,Low,Loyalty,0
July,804403,Low,Control,0
July,804404,Low,Loyalty,1
July,804405,Medium,Control,4
July,804406,Low,Loyalty,0
July,804407,Medium,Control,5
July,804408,Low,Loyalty,2
July,804409,Low,Control,0
July,804410,Medium,Loyalty,4
July,804411,Medium,Control,4
July,804412,High,Loyalty,11
July,804413,Low,Control,3
July,804414,Medium,Loyalty,4
July,804415,Low,Control,0
July,804416,Medium,Loyalty,6
July,804417,Low,Control,1
July,804418,Medium,Loyalty,5
July,804419,Medium,Control,5
July,804420,Low,Loyalty,2
July,804421,Low,Control,1
July,804422,Medium,Loyalty,4
July,804423,Low,Control,1
July,804424,High,Loyalty,8
July,804425,Medium,Control,6
July,804426,Medium,Loyalty,4
July,804427,Medium,Control,4
July,804428,High,Loyalty,13
July,804429,Medium,Control,6
July,804430,Low,Loyalty,1
July,804431,High,Control,11
July,804432,High,Loyalty,8
July,804433,Low,Control,0
July,804434,Medium,Loyalty,6
July,804435,Medium,Control,6
July,804436,Medium,Loyalty,4
July,804437,Medium,Control,4
July,804438,Low,Loyalty,0
July,804439,Medium,Control,6
July,804440,Medium,Loyalty,5
July,804441,High,Control,14
July,804442,Medium,Loyalty,6
July,804443,Medium,Control,5
July,804444,Low,Loyalty,1
July,804445,Medium,Control,6
July,804446,Medium,Loyalty,5
July,804447,Medium,Control,6
July,804448,Low,Loyalty,1
July,804449,Medium,Control,4
July,804450,Medium,Loyalty,4
July,804451,Medium,Control,5
July,804452,Low,Loyalty,3
July,804453,Medium,Control,6
July,804454,High,Loyalty,11
July,804455,Medium,Control,5
July,804456,Medium,Loyalty,5
July,804457,Medium,Control,5
July,804458,Medium,Loyalty,4
July,804459,Low,Control,2
July,804460,High,Loyalty,8
July,804461,Medium,Control,4
July,804462,Medium,Loyalty,6
July,804463,Medium,Control,4
July,804464,Low,Loyalty,3
July,804465,Low,Control,0
July,804466,Low,Loyalty,2
July,804467,Medium,Control,4
July,804468,Low,Loyalty,0
July,804469,Medium,Control,4
July,804470,Medium,Loyalty,6
July,804471,Low,Control,1
July,804472,Medium,Loyalty,4
July,804473,Low,Control,3
July,804474,Low,Loyalty,2
July,804475,Medium,Control,4
July,804476,Low,Loyalty,3
July,804477,Low,Control,0
July,804478,Medium,Loyalty,4
July,804479,Medium,Control,5
July,804480,Low,Loyalty,2
July,804481,Low,Control,3
July,804482,Low,Loyalty,0
July,804483,High,Control,14
July,804484,High,Loyalty,11
July,804485,Medium,Control,5
July,804486,Low,Loyalty,2
July,804487,Medium,Control,4
July,804488,High,Loyalty,9
July,804489,Medium,Control,4
July,804490,High,Loyalty,13
July,804491,Low,Control,2
July,804492,Medium,Loyalty,4
July,804493,Low,Control,2
July,804494,Low,Loyalty,2
July,804495,High,Control,14
July,804496,Medium,Loyalty,4
July,804497,Medium,Control,4
July,804498,Low,Loyalty,2
July,804499,Low,Control,3
July,804500,Medium,Loyalty,6
July,804501,Medium,Control,4
July,804502,Low,Loyalty,0
July,804503,Medium,Control,6
July,804504,Low,Loyalty,2
July,804505,High,Control,10
July,804506,Low,Loyalty,3
July,804507,High,Control,14
July,804508,Medium,Loyalty,5
July,804509,Medium,Control,6
July,804510,Low,Loyalty,1
July,804511,Low,Control,0
July,804512,Low,Loyalty,0
July,804513,Medium,Control,6
July,804514,Medium,Loyalty,5
July,804515,Low,Control,2
July,804516,Medium,Loyalty,4
July,804517,Medium,Control,6
July,804518,Medium,Loyalty,6
July,804519,Medium,Control,4
July,804520,Low,Loyalty,2
July,804521,High,Control,12
July,804522,Medium,Loyalty,6
July,804523,Medium,Control,4
July,804524,Low,Loyalty,2
July,804525,Medium,Control,5
July,804526,Low,Loyalty,1
July,804527,Low,Control,0
July,804528,Medium,Loyalty,4
July,804529,High,Control,11
July,804530,Medium,Loyalty,5
July,804531,High,Control,13
July,804532,Low,Loyalty,1
July,804533,Medium,Control,5
July,804534,Low,Loyalty,2
July,804535,Low,Control,3
July,804536,High,Loyalty,11
July,804537,Medium,Control,4
July,804538,Medium,Loyalty,4
July,804539,Low,Control,3
July,804540,Medium,Loyalty,5
July,804541,High,Control,14
July,804542,Low,Loyalty,0
July,804543,Low,Control,2
July,804544,Low,Loyalty,2
July,804545,Medium,Control,6
July,804546,Low,Loyalty,0
July,804547,Low,Control,2
July,804548,Medium,Loyalty,6
July,804549,Low,Control,0
July,804550,High,Loyalty,8
July,804551,Low,Control,1
July,804552,Low,Loyalty,2
July,804553,Low,Control,1
July,804554,Medium,Loyalty,6
July,804555,Medium,Control,4
July,804556,Medium,Loyalty,6
July,804557,Medium,Control,4
July,804558,Low,Loyalty,1
July,804559,Low,Control,2
July,804560,Medium,Loyalty,4
July,804561,High,Control,9
July,804562,Low,Loyalty,1
July,804563,Medium,Control,6
July,804564,Low,Loyalty,2
July,804565,Medium,Control,6
July,804566,Medium,Loyalty,4
July,804567,Low,Control,2
July,804568,Low,Loyalty,2
July,804569,Low,Control,2
July,804570,Low,Loyalty,1
July,804571,High,Control,13
July,804572,Medium,Loyalty,6
July,804573,Low,Control,3
July,804574,Low,Loyalty,3
July,804575,Medium,Control,6
July,804576,Low,Loyalty,3
July,804577,High,Control,13
July,804578,Low,Loyalty,0
July,804579,Low,Control,1
July,804580,Low,Loyalty,1
July,804581,High,Control,10
July,804582,Medium,Loyalty,5
July,804583,Medium,Control,5
July,804584,Medium,Loyalty,6
July,804585,Low,Control,3
July,804586,Medium,Loyalty,6
July,804587,Low,Control,1
July,804588,High,Loyalty,8
July,804589,Low,Control,3
July,804590,Low,Loyalty,1
July,804591,Medium,Control,6
July,804592,Medium,Loyalty,5
July,804593,Low,Control,1
July,804594,Low,Loyalty,1
July,804595,High,Control,9
July,804596,High,Loyalty,13
July,804597,Medium,Control,6
July,804598,Medium,Loyalty,5
July,804599,Medium,Control,5
July,804600,Low,Loyalty,3
July,804601,Medium,Control,4
July,804602,High,Loyalty,8
July,804603,Low,Control,1
July,804604,Medium,Loyalty,5
July,804605,Low,Control,1
July,804606,Low,Loyalty,3
July,804607,Medium,Control,5
July,804608,Low,Loyalty,0
July,804609,Medium,Control,6
July,804610,Low,Loyalty,0
July,804611,Low,Control,0
July,804612,Low,Loyalty,3
July,804613,Medium,Control,6
July,804614,Low,Loyalty,2
July,804615,Low,Control,1
July,804616,Medium,Loyalty,4
July,804617,Medium,Control,4
July,804618,Medium,Loyalty,6
July,804619,Medium,Control,6
July,804620,Medium,Loyalty,6
July,804621,Medium,Control,6
July,804622,Medium,Loyalty,5
July,804623,Medium,Control,5
July,804624,Low,Loyalty,3
July,804625,Medium,Control,6
July,804626,Medium,Loyalty,6
July,804627,Medium,Control,4
July,804628,High,Loyalty,12
July,804629,Low,Control,1
July,804630,High,Loyalty,13
July,804631,Low,Control,2
July,804632,High,Loyalty,7
July,804633,Medium,Control,4
July,804634,Medium,Loyalty,4
July,804635,Medium,Control,5
July,804636,Low,Loyalty,0
July,804637,Low,Control,1
July,804638,Medium,Loyalty,4
July,804639,High,Control,12
July,804640,Low,Loyalty,2
July,804641,Low,Control,0
July,804642,Medium,Loyalty,4
July,804643,Medium,Control,5
July,804644,Medium,Loyalty,5
July,804645,Medium,Control,5
July,804646,Low,Loyalty,2
July,804647,Medium,Control,4
July,804648,Medium,Loyalty,5
July,804649,Medium,Control,4
July,804650,Low,Loyalty,2
July,804651,Medium,Control,5
July,804652,Medium,Loyalty,5
July,804653,High,Control,7
July,804654,Low,Loyalty,3
July,804655,Medium,Control,4
July,804656,Low,Loyalty,2
July,804657,Medium,Control,4
July,804658,Medium,Loyalty,5
July,804659,Low,Control,0
July,804660,Low,Loyalty,3
July,804661,Medium,Control,6
July,804662,Low,Loyalty,1
July,804663,Medium,Control,4
July,804664,Low,Loyalty,2
July,804665,Low,Control,1
July,804666,High,Loyalty,10
July,804667,Medium,Control,5
July,804668,Low,Loyalty,3
July,804669,Low,Control,1
July,804670,Medium,Loyalty,6
July,804671,Medium,Control,6
July,804672,Low,Loyalty,1
July,804673,Medium,Control,5
July,804674,High,Loyalty,12
July,804675,Medium,Control,5
July,804676,High,Loyalty,7
July,804677,High,Control,8
July,804678,Low,Loyalty,2
July,804679,Medium,Control,6
July,804680,Medium,Loyalty,6
July,804681,Medium,Control,4
July,804682,Low,Loyalty,1
July,804683,Medium,Control,4
July,804684,Medium,Loyalty,5
July,804685,Low,Control,0
July,804686,High,Loyalty,8
July,804687,Medium,Control,6
July,804688,Low,Loyalty,0
July,804689,Medium,Control,4
July,804690,Medium,Loyalty,6
July,804691,Medium,Control,5
July,804692,Low,Loyalty,2
July,804693,Low,Control,0
July,804694,Medium,Loyalty,5
July,804695,Low,Control,0
July,804696,High,Loyalty,11
July,804697,Medium,Control,5
July,804698,Medium,Loyalty,5
July,804699,Medium,Control,5
July,804700,Medium,Loyalty,4
July,804701,High,Control,12
July,804702,Low,Loyalty,0
July,804703,Medium,Control,5
July,804704,Medium,Loyalty,5
July,804705,Low,Control,2
July,804706,Low,Loyalty,3
July,804707,Low,Control,2
July,804708,Low,Loyalty,0
July,804709,Medium,Control,5
July,804710,High,Loyalty,11
July,804711,Low,Control,0
July,804712,Medium,Loyalty,5
July,804713,Medium,Control,6
July,804714,High,Loyalty,9
July,804715,High,Control,14
July,804716,Medium,Loyalty,6
July,804717,Low,Control,3
July,804718,Medium,Loyalty,5
July,804719,Low,Control,2
July,804720,High,Loyalty,10
July,804721,Medium,Control,6
July,804722,Low,Loyalty,1
July,804723,Medium,Control,6
July,804724,Medium,Loyalty,4
July,804725,Low,Control,3
July,804726,Low,Loyalty,3
July,804727,Medium,Control,4
July,804728,Low,Loyalty,2
July,804729,Low,Control,3
July,804730,Medium,Loyalty,6
July,804731,Medium,Control,5
July,804732,Low,Loyalty,3
July,804733,High,Control,7
July,804734,Medium,Loyalty,5
July,804735,Low,Control,3
July,804736,Low,Loyalty,3
July,804737,Medium,Control,5
July,804738,Medium,Loyalty,6
July,804739,Medium,Control,5
July,804740,Medium,Loyalty,5
July,804741,Medium,Control,5
July,804742,Medium,Loyalty,4
July,804743,Medium,Control,4
July,804744,Low,Loyalty,2
July,804745,Medium,Control,4
July,804746,Medium,Loyalty,5
July,804747,Medium,Control,4
July,804748,Medium,Loyalty,4
July,804749,High,Control,7
July,804750,Medium,Loyalty,6
July,804751,Medium,Control,6
July,804752,Low,Loyalty,1
July,804753,High,Control,11
July,804754,Medium,Loyalty,5
July,804755,Medium,Control,4
July,804756,Medium,Loyalty,5
July,804757,Medium,Control,6
July,804758,Low,Loyalty,1
July,804759,Medium,Control,5
July,804760,Medium,Loyalty,4
July,804761,Medium,Control,6
July,804762,High,Loyalty,11
July,804763,High,Control,10
July,804764,Low,Loyalty,0
July,804765,Medium,Control,5
July,804766,Medium,Loyalty,5
July,804767,High,Control,7
July,804768,High,Loyalty,14
July,804769,Medium,Control,6
July,804770,Low,Loyalty,0
July,804771,Medium,Control,4
July,804772,Medium,Loyalty,4
July,804773,High,Control,14
July,804774,Medium,Loyalty,5
July,804775,Medium,Control,6
July,804776,Medium,Loyalty,6
July,804777,Low,Control,1
July,804778,Low,Loyalty,1
July,804779,Low,Control,3
July,804780,Medium,Loyalty,5
July,804781,High,Control,14
July,804782,Low,Loyalty,2
July,804783,Low,Control,2
July,804784,Low,Loyalty,0
July,804785,Low,Control,3
July,804786,Medium,Loyalty,5
July,804787,Low,Control,1
July,804788,Low,Loyalty,1
July,804789,Medium,Control,6
July,804790,Low,Loyalty,1
July,804791,Low,Control,1
July,804792,Medium,Loyalty,5
July,804793,Medium,Control,6
July,804794,Low,Loyalty,0
July,804795,Medium,Control,5
July,804796,Low,Loyalty,1
July,804797,Low,Control,1
July,804798,Medium,Loyalty,4
July,804799,Low,Control,2
July,804800,Low,Loyalty,3
July,804801,High,Control,7
July,804802,Medium,Loyalty,4
July,804803,Low,Control,1
July,804804,Low,Loyalty,3
July,804805,High,Control,8
July,804806,Medium,Loyalty,6
July,804807,Medium,Control,5
July,804808,Low,Loyalty,3
July,804809,High,Control,10
July,804810,Medium,Loyalty,6
July,804811,Low,Control,1
July,804812,Medium,Loyalty,4
July,804813,Medium,Control,4
July,804814,Low,Loyalty,0
July,804815,Medium,Control,4
July,804816,Medium,Loyalty,4
July,804817,Low,Control,2
July,804818,Low,Loyalty,0
July,804819,High,Control,14
July,804820,Low,Loyalty,3
July,804821,Medium,Control,6
July,804822,Medium,Loyalty,5
July,804823,Low,Control,2
July,804824,Medium,Loyalty,6
July,804825,Medium,Control,4
July,804826,Low,Loyalty,2
July,804827,Low,Control,1
July,804828,Medium,Loyalty,5
July,804829,Medium,Control,5
July,804830,Low,Loyalty,2
July,804831,Medium,Control,5
July,804832,Medium,Loyalty,6
July,804833,Medium,Control,4
July,804834,Medium,Loyalty,6
July,804835,High,Control,9
July,804836,High,Loyalty,12
July,804837,Medium,Control,6
July,804838,High,Loyalty,9
July,804839,Low,Control,2
July,804840,High,Loyalty,9
July,804841,Medium,Control,5
July,804842,Medium,Loyalty,5
July,804843,Medium,Control,5
July,804844,High,Loyalty,11
July,804845,Medium,Control,6
July,804846,Medium,Loyalty,6
July,804847,Low,Control,0
July,804848,Medium,Loyalty,5
July,804849,High,Control,7
July,804850,Low,Loyalty,0
July,804851,Low,Control,2
July,804852,Medium,Loyalty,6
July,804853,Medium,Control,4
July,804854,Low,Loyalty,2
July,804855,Low,Control,2
July,804856,Low,Loyalty,0
July,804857,High,Control,7
July,804858,Low,Loyalty,0
July,804859,High,Control,13
July,804860,Low,Loyalty,0
July,804861,Low,Control,1
July,804862,Medium,Loyalty,4
July,804863,Low,Control,2
July,804864,Medium,Loyalty,6
July,804865,Low,Control,3
July,804866,Medium,Loyalty,5
July,804867,Low,Control,2
July,804868,Low,Loyalty,2
July,804869,Medium,Control,5
July,804870,Medium,Loyalty,4
July,804871,High,Control,9
July,804872,Medium,Loyalty,6
July,804873,Medium,Control,6
July,804874,Medium,Loyalty,5
July,804875,Medium,Control,6
July,804876,Low,Loyalty,3
July,804877,Medium,Control,6
July,804878,High,Loyalty,10
July,804879,Low,Control,1
July,804880,High,Loyalty,9
July,804881,High,Control,12
July,804882,Low,Loyalty,2
July,804883,Medium,Control,6
July,804884,Low,Loyalty,1
July,804885,Medium,Control,5
July,804886,Medium,Loyalty,5
July,804887,High,Control,14
July,804888,Low,Loyalty,1
July,804889,Medium,Control,5
July,804890,High,Loyalty,14
July,804891,Medium,Control,6
July,804892,Medium,Loyalty,6
July,804893,High,Control,7
July,804894,Low,Loyalty,1
July,804895,Medium,Control,5
July,804896,High,Loyalty,10
July,804897,Low,Control,2
July,804898,Low,Loyalty,0
July,804899,Medium,Control,5
July,804900,Medium,Loyalty,4
July,804901,High,Control,7
July,804902,Medium,Loyalty,4
July,804903,Low,Control,3
July,804904,Low,Loyalty,1
July,804905,Low,Control,0
July,804906,Low,Loyalty,2
July,804907,Medium,Control,4
July,804908,Low,Loyalty,1
July,804909,High,Control,10
July,804910,Medium,Loyalty,4
July,804911,Low,Control,2
July,804912,Low,Loyalty,3
July,804913,High,Control,7
July,804914,Medium,Loyalty,5
July,804915,Medium,Control,4
July,804916,High,Loyalty,8
July,804917,High,Control,7
July,804918,Medium,Loyalty,6
July,804919,High,Control,8
July,804920,Medium,Loyalty,6
July,804921,Low,Control,2
July,804922,Medium,Loyalty,5
July,804923,Low,Control,0
July,804924,Medium,Loyalty,6
July,804925,Medium,Control,6
July,804926,High,Loyalty,7
July,804927,Low,Control,1
July,804928,Medium,Loyalty,6
July,804929,Low,Control,0
July,804930,High,Loyalty,7
July,804931,Medium,Control,6
July,804932,High,Loyalty,9
July,804933,Medium,Control,4
July,804934,Medium,Loyalty,6
July,804935,Low,Control,1
July,804936,Medium,Loyalty,4
